GEO.id,GEO.id2,GEO.display-label,total,no_schooling,nursery_school,kindergarten,1st_grade,2nd_grade,3rd_grade,4th_grade,5th_grade,6th_grade,7th_grade,8th_grade,9th_grade,10th_grade,11th_grade,12th_grade_no_diploma,high_school_diploma,ged_or_alternative_credential,some_college_less_than_1_year,some_college_1_or_more_years_no_degree,associates_degree,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",5827,23,0,0,0,0,53,0,0,18,0,0,321,69,64,199,1128,288,320,1184,577,1168,205,138,72
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",2826,52,0,0,49,0,0,54,19,296,23,38,103,43,52,88,817,89,162,441,165,286,40,0,9
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",1761,131,0,0,0,0,27,11,13,18,19,0,76,64,5,7,425,129,144,369,75,210,34,0,4
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",3193,107,0,0,0,0,56,60,0,63,15,40,183,17,45,87,730,88,131,683,304,437,116,24,7
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",3734,163,0,0,21,0,0,0,0,0,26,16,12,13,25,81,701,104,198,740,515,853,206,9,51
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",3366,176,0,0,0,50,11,11,0,74,49,5,58,16,24,80,863,100,192,719,311,486,102,39,0
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",3862,24,0,0,0,0,0,97,0,0,10,0,144,116,145,59,1163,12,385,614,386,541,122,22,22
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",2727,127,0,0,0,0,0,0,0,69,3,0,0,38,78,26,620,129,221,543,235,458,174,0,6
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",4889,19,0,0,0,0,0,0,0,0,0,55,46,52,0,32,584,131,234,807,312,1724,611,222,60
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",3577,70,0,0,0,0,2,0,0,17,5,58,25,10,65,95,625,161,299,669,454,685,292,36,9
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",2281,64,0,0,0,11,0,0,0,9,7,30,37,43,66,33,549,170,176,487,149,301,102,28,19
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",4436,191,0,0,0,0,0,14,0,89,44,72,134,79,23,72,1036,159,247,721,484,747,286,38,0
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",2555,59,0,0,0,0,0,17,0,1,0,0,12,24,77,35,444,78,221,540,281,540,160,18,48
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",4707,221,0,0,56,143,0,0,0,183,53,99,125,16,40,133,1148,220,363,638,552,556,121,40,0
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",3452,70,0,0,0,0,0,0,0,27,0,73,38,66,82,36,752,105,237,666,275,637,305,52,31
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",3995,52,0,0,14,7,0,14,0,97,0,22,218,61,87,194,938,102,317,756,338,649,87,17,25
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",2024,112,0,0,0,1,22,0,19,135,0,54,169,24,102,77,522,27,122,254,210,127,26,21,0
1400000US53033029101,53033029101,"Census Tract 291.01, King County, Washington",2311,7,0,0,0,0,0,0,0,12,12,52,0,65,45,80,329,72,156,301,220,612,283,65,0
1400000US53033029102,53033029102,"Census Tract 291.02, King County, Washington",2956,87,0,0,0,0,0,0,12,114,0,66,41,18,23,71,793,142,166,470,240,511,110,74,18
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",2721,68,0,0,0,0,13,0,12,0,11,116,77,97,109,88,446,374,166,561,232,244,86,11,10
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",4390,90,0,0,0,0,0,0,0,141,0,17,0,86,22,86,934,66,444,665,480,932,343,0,84
1400000US53033029205,53033029205,"Census Tract 292.05, King County, Washington",3288,70,0,0,0,0,0,0,0,20,0,0,72,87,55,49,727,132,321,442,257,733,216,46,61
1400000US53033029206,53033029206,"Census Tract 292.06, King County, Washington",2747,30,0,0,26,0,0,27,13,94,0,127,53,70,78,84,696,190,196,478,218,286,66,0,15
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",5279,50,0,0,0,0,0,0,19,40,7,5,62,91,0,130,888,197,271,1027,540,1345,460,80,67
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",3784,57,0,3,0,0,0,0,31,12,6,35,48,14,51,69,702,86,256,675,310,1009,300,100,20
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",2995,142,0,5,0,1,35,0,23,0,5,0,0,105,65,27,509,98,216,416,344,653,248,81,22
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",2428,48,0,0,0,9,0,0,0,22,38,19,8,45,49,7,543,65,140,447,327,494,100,48,19
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",2973,61,0,0,0,0,0,21,0,33,22,1,21,18,60,48,567,38,233,523,376,709,208,16,18
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",3920,119,0,0,0,0,0,0,41,35,118,139,46,155,42,50,752,148,272,580,343,797,242,41,0
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",3932,76,0,0,0,0,0,23,0,28,10,8,18,26,65,23,768,159,321,658,650,744,236,45,74
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",3344,68,0,12,0,0,29,0,20,25,5,34,17,6,35,62,596,79,214,504,439,813,322,42,22
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",3197,73,0,0,21,0,28,50,0,147,21,45,149,35,34,83,651,140,236,586,284,470,85,45,14
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",2703,68,0,0,0,49,31,0,43,33,0,45,30,110,34,48,697,186,186,577,232,240,69,9,16
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",4852,316,0,0,0,0,16,23,60,17,0,91,10,64,58,134,1095,106,375,580,665,768,306,154,14
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",5310,211,0,0,0,0,0,36,46,124,19,53,334,219,23,185,1557,354,294,639,449,622,89,56,0
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",3596,70,0,0,22,15,25,0,0,76,61,2,19,101,38,169,735,144,311,565,562,572,109,0,0
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",4323,197,15,15,0,23,0,27,9,30,0,110,183,33,103,85,921,128,273,799,524,683,151,0,14
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",4113,90,0,0,0,0,0,0,0,0,0,17,0,53,44,71,792,118,171,502,571,1274,305,76,29
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",5631,74,0,0,0,0,0,0,26,69,57,22,144,98,125,101,1584,351,506,967,584,756,167,0,0
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",6260,41,0,0,0,0,16,0,0,80,33,39,0,239,14,170,1341,288,464,1000,633,1487,310,72,33
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",5965,52,0,0,37,0,0,0,4,64,33,117,75,64,27,171,1167,340,518,1036,767,1138,232,36,87
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",3147,18,0,0,0,0,0,0,0,1,0,26,24,19,32,76,784,144,242,567,443,644,116,5,6
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",2806,26,0,0,0,0,0,0,0,0,11,8,16,79,33,58,616,104,245,410,368,596,172,17,47
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",4542,62,0,0,52,0,17,15,0,98,0,13,33,26,29,170,698,319,364,885,487,840,242,115,77
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",5298,182,0,18,0,0,0,0,13,108,0,37,76,136,42,257,1201,404,194,931,541,867,264,27,0
1400000US53033030005,53033030005,"Census Tract 300.05, King County, Washington",3546,139,0,0,0,0,0,11,57,35,26,39,130,46,95,88,801,300,429,646,217,410,65,12,0
1400000US53033030006,53033030006,"Census Tract 300.06, King County, Washington",2723,80,16,0,0,0,0,0,0,201,9,73,126,19,73,81,783,99,165,314,265,342,66,0,11
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",5574,27,0,0,0,0,16,20,53,4,56,52,52,55,0,50,965,124,391,1108,410,1407,616,106,62
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",3969,65,0,0,0,0,0,0,0,42,0,48,53,41,54,71,1095,154,396,503,451,653,329,6,8
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",4435,61,19,0,0,0,0,0,0,55,0,19,23,118,24,64,1324,112,356,598,636,671,289,49,17
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",2419,18,0,0,0,0,16,35,0,2,0,91,61,41,66,30,618,64,73,392,206,538,78,55,35
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",3729,3,0,0,0,0,0,0,0,12,42,13,2,23,45,85,774,135,323,740,492,690,260,90,0
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",3932,2,0,0,0,0,17,0,0,55,0,0,37,56,33,105,649,93,311,845,534,835,247,81,32
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",4139,63,0,0,0,0,0,0,0,20,0,0,122,10,0,23,910,190,324,658,503,894,370,52,0
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",3942,0,0,0,0,0,38,0,0,3,0,25,0,2,0,148,793,158,246,901,489,690,375,34,40
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",3799,53,0,0,0,0,0,10,0,11,0,12,35,11,54,34,689,58,197,763,493,880,374,22,103
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",3568,47,0,0,17,0,17,13,0,76,0,48,88,24,52,39,626,133,486,610,414,707,138,21,12
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",3142,56,0,0,0,0,0,65,43,0,40,11,29,2,11,33,619,120,517,564,366,499,146,11,10
1400000US53033030313,53033030313,"Census Tract 303.13, King County, Washington",2636,57,0,0,0,19,0,0,58,48,0,52,76,38,63,43,764,99,293,391,228,304,36,50,17
1400000US53033030314,53033030314,"Census Tract 303.14, King County, Washington",3068,38,0,0,0,0,17,44,7,104,26,43,31,0,76,102,718,112,296,461,349,521,100,14,9
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",6087,180,0,0,0,0,0,0,0,16,0,175,0,117,120,197,966,298,571,1078,855,1076,290,82,66
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",3153,25,0,0,0,0,0,0,0,8,0,0,27,59,11,36,710,105,268,443,411,695,300,19,36
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",3427,8,0,0,0,0,0,11,0,31,8,8,20,11,1,8,954,158,270,672,445,608,171,21,22
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",1365,32,0,0,0,0,2,27,0,9,4,12,20,31,10,30,414,122,145,184,117,138,58,0,10
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",3666,138,0,0,0,0,0,0,27,22,13,19,0,72,92,40,935,305,331,557,296,619,145,55,0
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",3242,19,0,0,0,0,0,0,0,6,50,0,71,118,87,100,923,157,391,558,302,360,93,0,7
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",4000,0,0,0,0,0,0,30,0,109,0,167,148,97,102,190,1154,349,473,500,329,230,98,24,0
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",2602,27,0,0,0,0,0,14,30,55,6,9,38,123,75,70,742,154,200,455,282,261,52,0,9
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",4175,39,0,0,0,62,123,43,0,181,32,18,104,142,183,170,1260,415,288,676,188,180,24,3,44
1400000US53033030802,53033030802,"Census Tract 308.02, King County, Washington",2611,56,0,16,0,0,0,0,10,52,31,73,59,0,94,113,846,201,248,274,253,227,58,0,0
1400000US53033030901,53033030901,"Census Tract 309.01, King County, Washington",2245,9,0,0,0,2,0,0,22,38,13,40,44,107,59,65,684,154,142,365,271,194,36,0,0
1400000US53033030902,53033030902,"Census Tract 309.02, King County, Washington",3879,54,0,0,0,15,33,0,0,0,7,128,102,62,163,125,798,133,360,717,524,521,137,0,0
1400000US53033031000,53033031000,"Census Tract 310, King County, Washington",2629,27,0,0,0,0,0,0,8,0,0,18,9,0,47,0,330,50,296,369,234,851,289,36,65
1400000US53033031100,53033031100,"Census Tract 311, King County, Washington",4670,46,0,4,4,0,12,9,5,56,4,31,41,114,94,79,1135,416,447,843,494,597,221,12,6
1400000US53033031202,53033031202,"Census Tract 312.02, King County, Washington",4445,25,0,0,0,0,0,0,2,5,31,40,82,39,142,41,1250,256,377,663,299,850,255,71,17
1400000US53033031204,53033031204,"Census Tract 312.04, King County, Washington",4509,18,29,0,0,0,0,0,0,0,0,0,0,140,0,57,992,160,357,703,552,1040,321,95,45
1400000US53033031205,53033031205,"Census Tract 312.05, King County, Washington",4253,22,0,0,0,0,0,0,0,30,17,38,39,47,15,139,648,245,321,910,640,820,217,69,36
1400000US53033031206,53033031206,"Census Tract 312.06, King County, Washington",2892,35,0,0,0,0,12,0,0,40,11,12,131,15,9,64,605,161,346,464,300,503,152,23,9
1400000US53033031301,53033031301,"Census Tract 313.01, King County, Washington",1871,18,0,0,0,0,0,0,0,3,6,34,61,36,57,42,535,96,178,230,173,269,111,22,0
1400000US53033031302,53033031302,"Census Tract 313.02, King County, Washington",2631,9,0,0,0,0,0,0,0,28,0,12,31,69,59,66,660,137,354,446,227,291,134,54,54
